Unnamed: 0,hash,date,files,deletions,insertions,lines,is_reverted
1018,9b4781d125cfe430a56cd56c757ee54e6619d538,2023-08-17 10:49:51+00:00,26,327,234,561,False
1020,30bf85800e85f3801e0fc9f1f57d6d2e2d0c8876,2023-08-17 13:15:40+00:00,26,239,334,573,False
1022,fe13962aad8bc597118ffb66b3ee9f459dab15aa,2023-08-17 13:38:39+00:00,8,1,191,192,False
1031,4782a2e6e1761a9f5bda263c3b8b9a406832e377,2023-08-19 02:37:16+00:00,10,77,89,166,False
1066,5e15c611eab231e71d9f118431d33d70f888f66d,2023-08-24 12:08:22+00:00,27,13,149,162,False
1069,aa93e8c6279653131a1675d3135b33ce47367b10,2023-08-24 13:59:17+00:00,9,1,181,182,False
1084,46dc33db6f99cffdd2041a61d25c8cda300d8b6d,2023-08-25 10:36:34+00:00,7,140,239,379,False
1097,2db02f01bc93588051b6df4824031b984f4bf23c,2023-08-28 09:28:30+00:00,19,10,3315,3325,False
1108,be62f3b8019a0e63da46eb3f8ddf57fe1756c3af,2023-08-29 09:38:10+00:00,31,1457,497,1954,False
1112,9d0bdc9fc0d034b92fccc6383df334004887221e,2023-08-30 04:21:23+00:00,2,3121,9,3130,False
1117,b7c1f4337f0be39c54d8e26c0fdfbd7398de9aaa,2023-08-30 07:42:53+00:00,19,1,140,141,False
1123,6c0435deeed928ee0909f3273c37e19ea1529fa3,2023-08-31 03:53:20+00:00,8,599,18,617,False
1132,80d5531a268a615e9847286e7568b757f727e3a9,2023-08-31 15:37:14+00:00,9,1,200,201,False
1151,308015d5b91f8e0da8ce51fead9db6553d97d34f,2023-09-04 00:06:43+00:00,9,111,112,223,False
1156,416cb110b61a6f8c4fce5f6aa6f89ea09f7b457c,2023-09-04 09:34:37+00:00,6,77,68,145,False
1162,848fb352fa2d152c3950fd5f61a9626af0abe63f,2023-09-05 09:45:36+00:00,3,234,180,414,False
1163,b610a7e19ceb5689b6c90a490797462b84b461e2,2023-09-05 09:45:46+00:00,14,121,268,389,False
1164,86fac6393960053c687d8a5e0741c91d04eadecc,2023-09-05 10:13:27+00:00,14,190,96,286,False
1169,e4bfa0a1511e317ce5e315a38cd02832262183b8,2023-09-05 13:45:46+00:00,15,90,68,158,False
1176,815e70e19d81c61b2c245034e4685a67aa238482,2023-09-06 07:42:25+00:00,19,2,138,140,False
1177,a784ca6eddd0e244d135bddd7b913b6f10920ad8,2023-09-06 08:31:34+00:00,33,787,1146,1933,False
1193,2c1c5e5c8e06dedda4fe71b4c060f1cb829684da,2023-09-07 07:15:35+00:00,32,48,47,95,False
1198,4c326dac8838e5af5c80f0617c246fbcf8e8a01d,2023-09-08 03:05:46+00:00,137,2469,2569,5038,False
1199,329c19490fc2ca0be6115dacc495448b65f4f835,2023-09-08 15:13:28+00:00,1,98,111,209,False
1207,b222b11d272209df8966d00320839a11f8e65a2d,2023-09-11 01:14:06+00:00,21,5,288,293,False
1216,bb83caccc2ee343642456b2ac2c2f3b6c4de76ad,2023-09-11 07:30:41+00:00,33,930,1033,1963,False
1223,fb71fc11a6eb59b3232aadbf8302f076b57a37a9,2023-09-12 03:02:16+00:00,2,1536,177,1713,False
1224,ed9f039c91fb86dcfdbe488c33b14969567d09aa,2023-09-12 03:36:53+00:00,17,73,101,174,False
1237,0b03de26a61cddb572a4170834d95779a16af1ec,2023-09-13 10:08:22+00:00,15,57,67,124,False
1243,b140cd4c37e62a6ac937c658a71c7f7522fa162c,2023-09-14 02:53:37+00:00,8,105,280,385,False
1248,2d7e1b3e2609d5ab9d998e06203eee10611187ca,2023-09-14 09:37:02+00:00,38,640,493,1133,False
1252,5914d72e55a3320fc2b431e3dc12ac178aeb01ef,2023-09-14 10:59:53+00:00,14,305,469,774,False
1253,f527b2930f0dcecd1a78287d377680417524cd4a,2023-09-14 11:08:10+00:00,18,30,296,326,False
1254,21bf720b4d548fdb61f0d203ba8d50ebc7204793,2023-09-14 21:45:16+00:00,123,983,1086,2069,False
1262,96c3aafb1b39271747ddf8439844f05af7365783,2023-09-15 04:05:05+00:00,7,12,148,160,False
1286,0788fffde77828f42c07fcf34403d8a8b9b4d667,2023-09-18 10:33:55+00:00,14,81,123,204,False
1295,5e3efdfe990d7d10a288d6ba46c6c5c80875249b,2023-09-19 08:48:04+00:00,22,37,60,97,False
1297,2bc9eae8609d5a08a7626f930e422ed0f6c1bfa4,2023-09-19 10:26:41+00:00,216,226,282,508,False
1302,23b0d324420c27aa1addec0d750c3b122f64a0c1,2023-09-20 08:37:09+00:00,5,221,260,481,False
1305,9f65a3ee091e9950187728f6ed4d41adc09f3539,2023-09-21 02:38:27+00:00,30,449,458,907,False
1307,0cc7ee0a81d7774d64c74e85185dc39b9262feed,2023-09-21 08:22:27+00:00,28,581,550,1131,False
1315,f1536aba185c73cf1032a4e0236de589607c3a3f,2023-09-22 09:51:28+00:00,14,135,299,434,True
1318,6d045d0249d7dd31f5d0ffe4047b7a404bff954a,2023-09-23 02:17:14+00:00,25,59,107,166,False
1323,03e6df438a4bc350eb56c41cdfcd3567c435f64f,2023-09-25 02:15:12+00:00,50,104,105,209,False
1324,b8b9c3de02382552f6d76d979cbf71a29d49da9f,2023-09-25 02:43:32+00:00,14,76,531,607,False
1325,b7b1b8601071a2bd8a98936af3bf32746c528906,2023-09-25 04:07:42+00:00,28,160,185,345,False
1327,ec522a2101614cfeeff9399309e590cd1cd7ba98,2023-09-25 06:13:46+00:00,14,299,135,434,False
1339,77faeef18dd8e0d98a4383afd8e3110d4e3eb901,2023-09-25 12:00:27+00:00,80,593,538,1131,False
1341,1831356d9da79fc36086d599037d7036c9f35ca5,2023-09-26 02:55:29+00:00,121,138,216,354,False
1354,fd998fd6297ce42245890941d08e2e318047006e,2023-09-27 08:42:13+00:00,12,19,212,231,False
1363,e2090ac6ade2710cc95aa8a964ae57a96f853df2,2023-09-28 03:29:13+00:00,122,692,4058,4750,False
1367,435a90ac2c25d59a944d7e825349f0c28b679326,2023-09-28 12:27:34+00:00,43,63,425,488,False
1375,93254838ad3f8776e44b70d151ca29f8f92bf94b,2023-09-29 00:10:12+00:00,6,110,111,221,False
1377,1127087519baee02eb4b46738fbe10c7d6353e51,2023-09-29 12:38:07+00:00,63,63,4767,4830,False
1389,cf1f8e89e2e111b21092379f87e4d15d568b6a2c,2023-10-03 02:09:38+00:00,16,35,35,70,False
1393,2f079ecd612bad0acf8eec9bafc524efbf9b1662,2023-10-04 00:25:42+00:00,16,10,429,439,False
1399,d9d315923fa606c44d2ade740d6c6b42af0ea154,2023-10-05 12:45:15+00:00,171,3628,3536,7164,False
1416,75d0a1a50a929f4830bc26a1fdadf55c977867c3,2023-10-09 04:16:52+00:00,17,203,199,402,False
1417,110acb75e95ede2d7315d0c98a34f0c04cef03f9,2023-10-09 04:18:58+00:00,76,275,268,543,False
1427,0481d443de79c62bfdc666dc1d43ffd80657db57,2023-10-10 02:00:52+00:00,65,259,253,512,False
1435,ed3146c9344e0c51c8cf193a354b0ab9f3011a71,2023-10-11 02:02:27+00:00,21,77,114,191,False
1445,850be63ebe7ddb362f304108159375a4b2b33c1d,2023-10-12 02:45:08+00:00,12,333,135,468,False
1461,0f2e7cb5da67bb09bcec8434961fedd6d7455201,2023-10-13 16:05:20+00:00,40,796,37,833,False
1472,2ceb8e9ff5217b947966b8d8f204090ae1d8c1f5,2023-10-16 04:11:25+00:00,7,613,85,698,False
1473,96acaa46827020dced8ea6d59d9f26b2d80c08e6,2023-10-16 04:11:41+00:00,16,4,656,660,False
1482,8d250bece3209d253fb1ed2ea1f65989f69deb6f,2023-10-17 03:14:39+00:00,19,72,171,243,False
1493,84d406652d837dc48e8a1b403fea787d759bc1c4,2023-10-18 02:57:07+00:00,24,43,30,73,False
1495,b59c6a2ccaa73f55946c453cee3c92e3a9ede4d5,2023-10-18 04:36:44+00:00,18,95,117,212,False
1502,9b5d93eb7f0b264a00447d231e376e5862edf410,2023-10-19 03:47:57+00:00,14,143,70,213,False
1523,3dcaa05b1741805f2b7c307ed58e11ff221699d7,2023-10-23 09:06:30+00:00,7,81,70,151,False
1541,26799d529e1c0273a44b03b638e97098f7a5880b,2023-10-25 08:52:47+00:00,15,24,24,48,False
1542,26c7862064267c5041d14af63a999bb6c001b00f,2023-10-25 09:15:42+00:00,9,79,92,171,False
1544,2a684051ff1b14b728abb27d97e1934db717f6f4,2023-10-25 13:31:45+00:00,11,1,227,228,False
1550,58c8dfaf44129ddaa3e8434f9f42c3b50bd725ba,2023-10-26 08:39:43+00:00,15,165,268,433,False
1555,d4f590b6ab329bdc28a9014dab1d75e063140b8e,2023-10-26 14:07:21+00:00,16,254,152,406,False
1565,8f854d3e46366098747b217ec845513e63190865,2023-10-30 03:05:37+00:00,5,76,93,169,False
1570,cddf570569ae630a482448d06f0a1df367e4f8c1,2023-10-30 06:37:02+00:00,18,212,1688,1900,False
1571,05f9db676e56950c9a3e84a4770f04a258a73ca2,2023-10-30 11:07:22+00:00,89,63,4883,4946,False
1577,189b3625d3a4167ccc4343056bab5be6553b2bbf,2023-10-31 08:42:10+00:00,7,16,180,196,False
1587,4731ab85ec6dd4db908761409c3d9f783f4c18ea,2023-11-02 06:42:58+00:00,12,118,187,305,False
1588,0c6014d72d09d8456a14b3979574943f194a1f3b,2023-11-02 06:55:43+00:00,6,80,98,178,False
1591,baee7e6305d6aad5e96aa72ba4b8604ca1876eaa,2023-11-03 03:07:48+00:00,13,109,127,236,False
1619,c8223f84656c2207d79b57fdb8c9a37e6cc960ff,2023-11-06 09:40:37+00:00,24,318,436,754,False
1627,fa5d5334e450997c24ced6745f40556c1f3c0e01,2023-11-07 14:03:54+00:00,13,125,692,817,False
1632,dfa20d82864f2d5a5e5804e02c1d946af2613c0d,2023-11-08 09:21:00+00:00,22,810,276,1086,False
1659,f71904c2624cc68cf6a9249442e5fdbf2847012f,2023-11-10 08:29:17+00:00,23,78,101,179,False
1661,4e992a1325da53b8c0bcc17f7f12857da3aa2a67,2023-11-10 08:33:52+00:00,13,102,140,242,False
1666,b22c68c5f06a622ae43f5fc8bbb7e5b6fe02d524,2023-11-13 07:02:47+00:00,27,11657,9999,21656,False
1667,3e855b31bd7cc2c73c898d4b8c86175154ec0a8f,2023-11-13 07:26:18+00:00,7,75,131,206,False
1673,19eff8951748a85f9de8c2f36f08951e9d225329,2023-11-13 23:29:56+00:00,87,222,337,559,False
1686,64a5b947111335a849bbbd06cab214142e1413f2,2023-11-15 10:32:47+00:00,103,119,4503,4622,False
1696,b1db0cc1e9225bb70961953e97c24386eef88f81,2023-11-16 11:00:37+00:00,167,1148,5588,6736,False
1701,46cacede58ba9faf561ab70107c98d819cedfc35,2023-11-17 10:32:27+00:00,18,45,264,309,False
1708,63bb02a0421a204ebe32693a71293598eebffacf,2023-11-20 03:29:36+00:00,15,84,135,219,False
1712,25bd3a6bae2811ca8a8b4319de64b3076773205f,2023-11-20 06:57:11+00:00,26,67,454,521,False
1716,fd7a96a36e9b8d961addda39abee9fd62d638536,2023-11-22 01:22:52+00:00,7,6,205,211,False
1722,59a26665995329251ddad837c0c4cf5e9ecdd0d6,2023-11-22 12:05:34+00:00,209,496,9583,10079,False
1724,74cc397d320ef07c572b4c81b7fe1a05c24feb56,2023-11-22 13:31:53+00:00,7,184,38,222,False
1750,cd5c4d0ce40bd7ab9c6a74885ad94fee1fbd4e12,2023-11-27 07:08:47+00:00,16,437,122,559,False
1784,e84e967d26c00f065d116c9679049b6300f0d53d,2023-12-01 03:38:21+00:00,48,508,1140,1648,False
1788,363e4cfb113caf93bc09a75c02a73244fe93bac7,2023-12-01 09:31:01+00:00,2,60,177,237,False
1813,63806e64aaed327133233bae2c7062eb0d4d2645,2023-12-06 10:01:19+00:00,46,107,2999,3106,False
1815,2ca2ed61f762a1d0b0f7e67ebd700ca75ba65f09,2023-12-06 10:50:06+00:00,10,1,272,273,False
1823,7b7fc8c800f684f24ea4061baa3fac701926df37,2023-12-08 02:29:31+00:00,12,2,285,287,False
1828,7506094a8150d402323385c4e006a6f99ead102d,2023-12-08 09:54:05+00:00,8,158,266,424,False
1830,567d230ee97995b516e175b379a01e0f70b5d062,2023-12-08 12:32:00+00:00,19,41,206,247,False
1834,2276608c9424ccd2ce8b4ca97188eb14b3c1b6d4,2023-12-12 03:25:21+00:00,7,128,162,290,False
1847,efced5032842ee5cec571860e9214a464d5e8d33,2023-12-13 09:31:59+00:00,20,107,306,413,False
1849,ef8ea2f5dafaa38a9fa1189d3674b97b0eab3a75,2023-12-14 01:35:03+00:00,19,98,19,117,False
1853,8ad32e1a674988de79d44e576c39088303b37fad,2023-12-14 06:55:51+00:00,23,289,88,377,False
1855,e854e7424d18c5558731af65c54a59cacc9b0b2e,2023-12-14 08:03:39+00:00,19,638,112,750,False
1858,802a2a04299daaeb9a393834a442f1ab6afc2182,2023-12-14 08:44:05+00:00,17,38,204,242,False
1859,9ae7b02ba1215865c4e3bd4a07638473f28615ce,2023-12-14 13:47:58+00:00,10,56,455,511,False
1875,8d64439449209e5024c8af9215432b92808e4182,2023-12-18 07:24:31+00:00,4,21,151,172,False
1880,e39632abf545492a4b96a98942b8a0949bd41767,2023-12-18 12:34:53+00:00,32,524,785,1309,False
1883,c10bc6ad1bec30ac9b1eb78c51509fdfc6204a2d,2023-12-18 15:34:41+00:00,15,85,144,229,False
1904,f079d1733041f341afb8fbf4f15b66b51cb4980d,2023-12-20 04:33:09+00:00,5,13,304,317,False
1906,580bde10cf7ed4b1a02e5844b072d84efb58ebee,2023-12-20 08:42:18+00:00,5,23,271,294,False
1937,8d9ab4861cabdfe6e5c39730594911781f6f7287,2023-12-25 05:13:41+00:00,40,218,958,1176,False
2008,feea66a6fced4e21e12bbe20f775561bf47bf186,2024-01-03 13:12:48+00:00,135,1342,2591,3933,False
2041,4e0f034a0129e9800b572fa5fda4453130733d07,2024-01-09 04:44:12+00:00,2,323,5,328,False
2316,b19445c911ab8b1462d2bcc1298ebc21a84391a4,2024-02-21 03:33:19+00:00,15,68,212,280,False
